STATISTIČNA REGIJA;STAROSTNI RAZRED;MESEC;DATA
Posavska;15-24;2012M09;1133
Posavska;15-24;2012M10;1129
Posavska;15-24;2012M11;1155
Posavska;15-24;2012M12;1121
Posavska;15-24;2013M01;1106
Posavska;15-24;2013M02;1125
Posavska;15-24;2013M03;1107
Posavska;15-24;2013M04;1097
Posavska;15-24;2013M05;1088
Posavska;15-24;2013M06;1081
Posavska;15-24;2013M07;1052
Posavska;15-24;2013M08;1022
Posavska;15-24;2013M09;1039
Posavska;15-24;2013M10;1047
Posavska;15-24;2013M11;1024
Posavska;15-24;2013M12;943
Posavska;15-24;2014M01;921
Posavska;15-24;2014M02;910
Posavska;15-24;2014M03;925
Posavska;15-24;2014M04;973
Posavska;15-24;2014M05;993
Posavska;15-24;2014M06;983
Posavska;15-24;2014M07;993
Posavska;15-24;2014M08;956
Posavska;15-24;2014M09;971
Posavska;15-24;2014M10;1038
Posavska;15-24;2014M11;1044
Posavska;15-24;2014M12;1002
Posavska;15-24;2015M01;1051
Posavska;15-24;2015M02;1077
Posavska;15-24;2015M03;1093
Posavska;15-24;2015M04;1066
Posavska;15-24;2015M05;1056
Posavska;15-24;2015M06;1067
Posavska;15-24;2015M07;1061
Posavska;15-24;2015M08;1062
Posavska;15-24;2015M09;1065
Posavska;15-24;2015M10;1106
Posavska;15-24;2015M11;1129
Posavska;15-24;2015M12;1074
Posavska;15-24;2016M01;1089
Posavska;15-24;2016M02;1121
Posavska;15-24;2016M03;1167
Posavska;15-24;2016M04;1197
Posavska;15-24;2016M05;1218
Posavska;15-24;2016M06;1226
Posavska;15-24;2016M07;1212
Posavska;15-24;2016M08;1205
Posavska;15-24;2016M09;1261
Posavska;15-24;2016M10;1312
Posavska;15-24;2016M11;1320
Posavska;15-24;2016M12;1280
Posavska;15-24;2017M01;1281
Posavska;15-24;2017M02;1311
Posavska;15-24;2017M03;1370
Posavska;15-24;2017M04;1391
Posavska;15-24;2017M05;1417
Posavska;15-24;2017M06;1427
Posavska;15-24;2017M07;1422
Posavska;15-24;2017M08;1435
Posavska;15-24;2017M09;1449
Posavska;15-24;2017M10;1523
Posavska;15-24;2017M11;1533
Posavska;15-24;2017M12;1493
Posavska;15-24;2018M01;1491
Posavska;15-24;2018M02;1505
Posavska;15-24;2018M03;1562
Posavska;15-24;2018M04;1556
Posavska;15-24;2018M05;1565
Posavska;15-24;2018M06;1586
Posavska;15-24;2018M07;1582
Posavska;15-24;2018M08;1587
Posavska;15-24;2018M09;1603
Posavska;15-24;2018M10;1730
Posavska;15-24;2018M11;1750
Posavska;15-24;2018M12;1711
Posavska;15-24;2019M01;1688
Posavska;15-24;2019M02;1702
Posavska;15-24;2019M03;1727
Posavska;15-24;2019M04;1767
Posavska;15-24;2019M05;1774
Posavska;15-24;2019M06;1776
Posavska;15-24;2019M07;1732
Posavska;15-24;2019M08;1700
Posavska;15-24;2019M09;1736
Posavska;15-24;2019M10;1848
Posavska;15-24;2019M11;1825
Posavska;15-24;2019M12;1785
Posavska;15-24;2020M01;1725
Posavska;15-24;2020M02;1738
Posavska;15-24;2020M03;1690
Posavska;15-24;2020M04;1595
Posavska;15-24;2020M05;1563
Posavska;15-24;2020M06;1537
Posavska;15-24;2020M07;1525
Posavska;15-24;2020M08;1528
Posavska;15-24;2020M09;1586
Posavska;15-24;2020M10;1644
Posavska;15-24;2020M11;1647
Posavska;15-24;2020M12;1608
Posavska;15-24;2021M01;1592
Posavska;15-24;2021M02;1602
Posavska;15-24;2021M03;1634
Posavska;15-24;2021M04;1615
Posavska;15-24;2021M05;1606
Posavska;15-24;2021M06;1628
Posavska;15-24;2021M07;1649
Posavska;15-24;2021M08;1673
Posavska;15-24;2021M09;1739
Posavska;15-24;2021M10;1826
Posavska;15-24;2021M11;1829
Posavska;15-24;2021M12;1834
Posavska;15-24;2022M01;1792
Posavska;15-24;2022M02;1791
Posavska;15-24;2022M03;1779
Posavska;15-24;2022M04;1780
Posavska;15-24;2022M05;1775
Posavska;15-24;2022M06;1757
Posavska;15-24;2022M07;1735
Posavska;15-24;2022M08;1704
Posavska;15-24;2022M09;1734
Posavska;15-24;2022M10;1815
Posavska;15-24;2022M11;1798
Posavska;15-24;2022M12;1779
Posavska;15-24;2023M01;1777
Posavska;15-24;2023M02;1795
Posavska;15-24;2023M03;1810
Posavska;15-24;2023M04;1802
Posavska;15-24;2023M05;1789
Posavska;15-24;2023M06;1796
Posavska;15-24;2023M07;1783
Posavska;15-24;2023M08;1780
Posavska;15-24;2023M09;1766
Posavska;15-24;2023M10;1851
Posavska;15-24;2023M11;1879
Posavska;15-24;2023M12;1849
Posavska;15-24;2024M01;1857
Posavska;15-24;2024M02;1848
Posavska;15-24;2024M03;1851
Posavska;15-24;2024M04;1839
Posavska;15-24;2024M05;1816
Posavska;15-24;2024M06;1796
Posavska;15-24;2024M07;1776
Posavska;15-24;2024M08;1733
Posavska;15-24;2024M09;1737
Posavska;15-24;2024M10;1814
Posavska;15-24;2024M11;1830
Posavska;15-24;2024M12;1774
Posavska;15-24;2025M01;1764
Posavska;25-29;2010M01;3565
Posavska;25-29;2010M02;3566
Posavska;25-29;2010M03;3608
Posavska;25-29;2010M04;3576
Posavska;25-29;2010M05;3553
Posavska;25-29;2010M06;3536
Posavska;25-29;2010M07;3487
Posavska;25-29;2010M08;3474
Posavska;25-29;2010M09;3529
Posavska;25-29;2010M10;3544
Posavska;25-29;2010M11;3521
Posavska;25-29;2010M12;3458
Posavska;25-29;2011M01;3461
Posavska;25-29;2011M02;3450
Posavska;25-29;2011M03;3470
Posavska;25-29;2011M04;3529
Posavska;25-29;2011M05;3517
Posavska;25-29;2011M06;3506
Posavska;25-29;2011M07;3471
Posavska;25-29;2011M08;3459
Posavska;25-29;2011M09;3458
Posavska;25-29;2011M10;3462
Posavska;25-29;2011M11;3447
Posavska;25-29;2011M12;3365
Posavska;25-29;2012M01;3341
Posavska;25-29;2012M02;3320
Posavska;25-29;2012M03;3328
Posavska;25-29;2012M04;3343
Posavska;25-29;2012M05;3342
Posavska;25-29;2012M06;3299
Posavska;25-29;2012M07;3236
Posavska;25-29;2012M08;3193
Posavska;25-29;2012M09;3184
Posavska;25-29;2012M10;3181
Posavska;25-29;2012M11;3168
Posavska;25-29;2012M12;3106
Posavska;25-29;2013M01;3091
Posavska;25-29;2013M02;3107
Posavska;25-29;2013M03;3102
Posavska;25-29;2013M04;3085
Posavska;25-29;2013M05;3100
Posavska;25-29;2013M06;3083
Posavska;25-29;2013M07;3048
Posavska;25-29;2013M08;3019
Posavska;25-29;2013M09;3041
Posavska;25-29;2013M10;3063
Posavska;25-29;2013M11;3038
Posavska;25-29;2013M12;2974
Posavska;25-29;2014M01;2932
Posavska;25-29;2014M02;2945
Posavska;25-29;2014M03;2984
Posavska;25-29;2014M04;3016
Posavska;25-29;2014M05;3003
Posavska;25-29;2014M06;2986
Posavska;25-29;2014M07;2966
Posavska;25-29;2014M08;2941
Posavska;25-29;2014M09;2955
Posavska;25-29;2014M10;2982
Posavska;25-29;2014M11;3018
Posavska;25-29;2014M12;2928
Posavska;25-29;2015M01;3136
Posavska;25-29;2015M02;3116
Posavska;25-29;2015M03;3112
Posavska;25-29;2015M04;3123
Posavska;25-29;2015M05;3120
Posavska;25-29;2015M06;3107
Posavska;25-29;2015M07;3072
Posavska;25-29;2015M08;3038
Posavska;25-29;2015M09;3090
Posavska;25-29;2015M10;3098
Posavska;25-29;2015M11;3105
Posavska;25-29;2015M12;3033
Posavska;25-29;2016M01;2981
Posavska;25-29;2016M02;2982
Posavska;25-29;2016M03;3037
Posavska;25-29;2016M04;3066
Posavska;25-29;2016M05;3086
Posavska;25-29;2016M06;3086
Posavska;25-29;2016M07;3062
Posavska;25-29;2016M08;3045
Posavska;25-29;2016M09;3097
Posavska;25-29;2016M10;3126
Posavska;25-29;2016M11;3129
Posavska;25-29;2016M12;3118
Posavska;25-29;2017M01;3134
Posavska;25-29;2017M02;3160
Posavska;25-29;2017M03;3184
Posavska;25-29;2017M04;3180
Posavska;25-29;2017M05;3199
Posavska;25-29;2017M06;3200
Posavska;25-29;2017M07;3145
Posavska;25-29;2017M08;3132
Posavska;25-29;2017M09;3173
Posavska;25-29;2017M10;3210
Posavska;25-29;2017M11;3227
Posavska;25-29;2017M12;3193
Posavska;25-29;2018M01;3177
Posavska;25-29;2018M02;3161
Posavska;25-29;2018M03;3216
Posavska;25-29;2018M04;3209
Posavska;25-29;2018M05;3194
Posavska;25-29;2018M06;3164
Posavska;25-29;2018M07;3110
Posavska;25-29;2018M08;3081
Posavska;25-29;2018M09;3094
Posavska;25-29;2018M10;3142
Posavska;25-29;2018M11;3169
Posavska;25-29;2018M12;3144
Posavska;25-29;2019M01;3176
Posavska;25-29;2019M02;3164
Posavska;25-29;2019M03;3157
Posavska;25-29;2019M04;3194
Posavska;25-29;2019M05;3196
Posavska;25-29;2019M06;3176
Posavska;25-29;2019M07;3146
Posavska;25-29;2019M08;3115
Posavska;25-29;2019M09;3110
Posavska;25-29;2019M10;3150
Posavska;25-29;2019M11;3140
Posavska;25-29;2019M12;3141
Posavska;25-29;2020M01;3090
Posavska;25-29;2020M02;3113
Posavska;25-29;2020M03;3087
Posavska;25-29;2020M04;3010
Posavska;25-29;2020M05;3018
Posavska;25-29;2020M06;2973
Posavska;25-29;2020M07;2929
Posavska;25-29;2020M08;2933
Posavska;25-29;2020M09;2966
Posavska;25-29;2020M10;2970
Posavska;25-29;2020M11;2933
Posavska;25-29;2020M12;2954
Posavska;25-29;2021M01;2898
Posavska;25-29;2021M02;2926
Posavska;25-29;2021M03;2964
Posavska;25-29;2021M04;2963
Posavska;25-29;2021M05;2927
Posavska;25-29;2021M06;2956
Posavska;25-29;2021M07;2954
Posavska;25-29;2021M08;2929
Posavska;25-29;2021M09;2982
Posavska;25-29;2021M10;3050
Posavska;25-29;2021M11;3066
Posavska;25-29;2021M12;3087
Posavska;25-29;2022M01;3078
Posavska;25-29;2022M02;3062
Posavska;25-29;2022M03;3059
Posavska;25-29;2022M04;3095
Posavska;25-29;2022M05;3133
Posavska;25-29;2022M06;3160
Posavska;25-29;2022M07;3173
Posavska;25-29;2022M08;3145
Posavska;25-29;2022M09;3204
Posavska;25-29;2022M10;3267
Posavska;25-29;2022M11;3288
Posavska;25-29;2022M12;3338
Posavska;25-29;2023M01;3283
Posavska;25-29;2023M02;3283
Posavska;25-29;2023M03;3285
Posavska;25-29;2023M04;3258
Posavska;25-29;2023M05;3269
Posavska;25-29;2023M06;3261
Posavska;25-29;2023M07;3255
Posavska;25-29;2023M08;3222
Posavska;25-29;2023M09;3217
Posavska;25-29;2023M10;3241
Posavska;25-29;2023M11;3273
Posavska;25-29;2023M12;3277
Posavska;25-29;2024M01;3280
Posavska;25-29;2024M02;3308
Posavska;25-29;2024M03;3310
Posavska;25-29;2024M04;3312
Posavska;25-29;2024M05;3303
Posavska;25-29;2024M06;3322
Posavska;25-29;2024M07;3275
Posavska;25-29;2024M08;3220
Posavska;25-29;2024M09;3258
Posavska;25-29;2024M10;3306
Posavska;25-29;2024M11;3300
Posavska;25-29;2024M12;3256
Posavska;25-29;2025M01;3214
Posavska;30-34;2010M01;4391
Posavska;30-34;2010M02;4365
Posavska;30-34;2010M03;4354
Posavska;30-34;2010M04;4402
Posavska;30-34;2010M05;4387
Posavska;30-34;2010M06;4396
Posavska;30-34;2010M07;4364
Posavska;30-34;2010M08;4359
Posavska;30-34;2010M09;4364
Posavska;30-34;2010M10;4344
Posavska;30-34;2010M11;4345
Posavska;30-34;2010M12;4312
Posavska;30-34;2011M01;4292
Posavska;30-34;2011M02;4300
Posavska;30-34;2011M03;4305
Posavska;30-34;2011M04;4279
Posavska;30-34;2011M05;4284
Posavska;30-34;2011M06;4289
Posavska;30-34;2011M07;4264
Posavska;30-34;2011M08;4265
Posavska;30-34;2011M09;4287
Posavska;30-34;2011M10;4262
Posavska;30-34;2011M11;4243
Posavska;30-34;2011M12;4196
Posavska;30-34;2012M01;4144
Posavska;30-34;2012M02;4153
Posavska;30-34;2012M03;4206
Posavska;30-34;2012M04;4210
Posavska;30-34;2012M05;4207
Posavska;30-34;2012M06;4192
Posavska;30-34;2012M07;4164
Posavska;30-34;2012M08;4145
Posavska;30-34;2012M09;4170
Posavska;30-34;2012M10;4123
Posavska;30-34;2012M11;4108
Posavska;30-34;2012M12;4007
Posavska;30-34;2013M01;4000
Posavska;30-34;2013M02;3993
Posavska;30-34;2013M03;4032
Posavska;30-34;2013M04;4053
Posavska;30-34;2013M05;4058
Posavska;30-34;2013M06;4021
Posavska;30-34;2013M07;4001
Posavska;30-34;2013M08;3983
Posavska;30-34;2013M09;3996
Posavska;30-34;2013M10;4009
Posavska;30-34;2013M11;3977
Posavska;30-34;2013M12;3871
Posavska;30-34;2014M01;3851
Posavska;30-34;2014M02;3854
Posavska;30-34;2014M03;3889
Posavska;30-34;2014M04;3890
Posavska;30-34;2014M05;3893
Posavska;30-34;2014M06;3890
Posavska;30-34;2014M07;3887
Posavska;30-34;2014M08;3878
Posavska;30-34;2014M09;3871
Posavska;30-34;2014M10;3847
Posavska;30-34;2014M11;3831
Posavska;30-34;2014M12;3769
Posavska;30-34;2015M01;4077
Posavska;30-34;2015M02;4097
Posavska;30-34;2015M03;4126
Posavska;30-34;2015M04;4115
Posavska;30-34;2015M05;4120
Posavska;30-34;2015M06;4133
Posavska;30-34;2015M07;4120
Posavska;30-34;2015M08;4117
Posavska;30-34;2015M09;4139
Posavska;30-34;2015M10;4097
Posavska;30-34;2015M11;4082
Posavska;30-34;2015M12;4047
Posavska;30-34;2016M01;4031
Posavska;30-34;2016M02;4060
Posavska;30-34;2016M03;4099
Posavska;30-34;2016M04;4110
Posavska;30-34;2016M05;4108
Posavska;30-34;2016M06;4117
Posavska;30-34;2016M07;4119
Posavska;30-34;2016M08;4105
Posavska;30-34;2016M09;4138
Posavska;30-34;2016M10;4146
Posavska;30-34;2016M11;4134
Posavska;30-34;2016M12;4097
Posavska;30-34;2017M01;4080
Posavska;30-34;2017M02;4080
Posavska;30-34;2017M03;4104
Posavska;30-34;2017M04;4143
Posavska;30-34;2017M05;4162
Posavska;30-34;2017M06;4169
Posavska;30-34;2017M07;4144
Posavska;30-34;2017M08;4146
Posavska;30-34;2017M09;4155
Posavska;30-34;2017M10;4177
Posavska;30-34;2017M11;4168
Posavska;30-34;2017M12;4129
Posavska;30-34;2018M01;4104
Posavska;30-34;2018M02;4093
Posavska;30-34;2018M03;4144
Posavska;30-34;2018M04;4156
Posavska;30-34;2018M05;4187
Posavska;30-34;2018M06;4200
Posavska;30-34;2018M07;4200
Posavska;30-34;2018M08;4200
Posavska;30-34;2018M09;4210
Posavska;30-34;2018M10;4253
Posavska;30-34;2018M11;4278
Posavska;30-34;2018M12;4240
Posavska;30-34;2019M01;4231
Posavska;30-34;2019M02;4275
Posavska;30-34;2019M03;4284
Posavska;30-34;2019M04;4305
Posavska;30-34;2019M05;4286
Posavska;30-34;2019M06;4285
Posavska;30-34;2019M07;4246
Posavska;30-34;2019M08;4225
Posavska;30-34;2019M09;4261
Posavska;30-34;2019M10;4262
Posavska;30-34;2019M11;4263
Posavska;30-34;2019M12;4242
Posavska;30-34;2020M01;4195
Posavska;30-34;2020M02;4173
Posavska;30-34;2020M03;4183
Posavska;30-34;2020M04;4099
Posavska;30-34;2020M05;4062
Posavska;30-34;2020M06;4050
Posavska;30-34;2020M07;3995
Posavska;30-34;2020M08;3979
Posavska;30-34;2020M09;4021
Posavska;30-34;2020M10;4039
Posavska;30-34;2020M11;4037
Posavska;30-34;2020M12;3996
Posavska;30-34;2021M01;3960
Posavska;30-34;2021M02;3958
Posavska;30-34;2021M03;3996
Posavska;30-34;2021M04;3976
Posavska;30-34;2021M05;3956
Posavska;30-34;2021M06;3976
Posavska;30-34;2021M07;3993
Posavska;30-34;2021M08;3997
Posavska;30-34;2021M09;4046
Posavska;30-34;2021M10;4050
Posavska;30-34;2021M11;4054
Posavska;30-34;2021M12;4078
Posavska;30-34;2022M01;4065
Posavska;30-34;2022M02;4060
Posavska;30-34;2022M03;4059
Posavska;30-34;2022M04;4046
Posavska;30-34;2022M05;4032
Posavska;30-34;2022M06;4041
Posavska;30-34;2022M07;3994
Posavska;30-34;2022M08;4009
Posavska;30-34;2022M09;3988
Posavska;30-34;2022M10;3984
Posavska;30-34;2022M11;3973
Posavska;30-34;2022M12;3993
Posavska;30-34;2023M01;3945
Posavska;30-34;2023M02;3952
Posavska;30-34;2023M03;3932
Posavska;30-34;2023M04;3915
Posavska;30-34;2023M05;3889
Posavska;30-34;2023M06;3846
Posavska;30-34;2023M07;3825
Posavska;30-34;2023M08;3804
Posavska;30-34;2023M09;3790
Posavska;30-34;2023M10;3762
Posavska;30-34;2023M11;3751
Posavska;30-34;2023M12;3748
Posavska;30-34;2024M01;3759
Posavska;30-34;2024M02;3764
Posavska;30-34;2024M03;3794
Posavska;30-34;2024M04;3812
Posavska;30-34;2024M05;3800
Posavska;30-34;2024M06;3791
Posavska;30-34;2024M07;3783
Posavska;30-34;2024M08;3742
Posavska;30-34;2024M09;3732
Posavska;30-34;2024M10;3693
Posavska;30-34;2024M11;3700
Posavska;30-34;2024M12;3702
Posavska;30-34;2025M01;3688
Posavska;35-39;2010M01;4196
Posavska;35-39;2010M02;4182
Posavska;35-39;2010M03;4207
Posavska;35-39;2010M04;4252
Posavska;35-39;2010M05;4255
Posavska;35-39;2010M06;4248
Posavska;35-39;2010M07;4283
Posavska;35-39;2010M08;4250
Posavska;35-39;2010M09;4307
Posavska;35-39;2010M10;4280
Posavska;35-39;2010M11;4276
Posavska;35-39;2010M12;4259
Posavska;35-39;2011M01;4239
Posavska;35-39;2011M02;4239
Posavska;35-39;2011M03;4232
Posavska;35-39;2011M04;4252
Posavska;35-39;2011M05;4256
Posavska;35-39;2011M06;4265
Posavska;35-39;2011M07;4276
Posavska;35-39;2011M08;4295
Posavska;35-39;2011M09;4300
Posavska;35-39;2011M10;4286
Posavska;35-39;2011M11;4286
Posavska;35-39;2011M12;4252
Posavska;35-39;2012M01;4254
Posavska;35-39;2012M02;4243
Posavska;35-39;2012M03;4281
Posavska;35-39;2012M04;4249
Posavska;35-39;2012M05;4285
Posavska;35-39;2012M06;4261
Posavska;35-39;2012M07;4269
Posavska;35-39;2012M08;4244
Posavska;35-39;2012M09;4282
Posavska;35-39;2012M10;4260
Posavska;35-39;2012M11;4237
Posavska;35-39;2012M12;4175
Posavska;35-39;2013M01;4180
Posavska;35-39;2013M02;4182
Posavska;35-39;2013M03;4195
Posavska;35-39;2013M04;4209
Posavska;35-39;2013M05;4229
Posavska;35-39;2013M06;4223
Posavska;35-39;2013M07;4189
Posavska;35-39;2013M08;4185
Posavska;35-39;2013M09;4193
Posavska;35-39;2013M10;4184
Posavska;35-39;2013M11;4177
Posavska;35-39;2013M12;4121
Posavska;35-39;2014M01;4052
Posavska;35-39;2014M02;4089
Posavska;35-39;2014M03;4131
Posavska;35-39;2014M04;4189
Posavska;35-39;2014M05;4219
Posavska;35-39;2014M06;4235
Posavska;35-39;2014M07;4248
Posavska;35-39;2014M08;4242
Posavska;35-39;2014M09;4251
Posavska;35-39;2014M10;4231
Posavska;35-39;2014M11;4260
Posavska;35-39;2014M12;4227
Posavska;35-39;2015M01;4521
Posavska;35-39;2015M02;4519
Posavska;35-39;2015M03;4543
Posavska;35-39;2015M04;4564
Posavska;35-39;2015M05;4563
Posavska;35-39;2015M06;4556
Posavska;35-39;2015M07;4547
Posavska;35-39;2015M08;4544
Posavska;35-39;2015M09;4559
Posavska;35-39;2015M10;4548
Posavska;35-39;2015M11;4565
Posavska;35-39;2015M12;4518
Posavska;35-39;2016M01;4487
Posavska;35-39;2016M02;4515
Posavska;35-39;2016M03;4528
Posavska;35-39;2016M04;4546
Posavska;35-39;2016M05;4568
Posavska;35-39;2016M06;4573
Posavska;35-39;2016M07;4533
Posavska;35-39;2016M08;4539
Posavska;35-39;2016M09;4527
Posavska;35-39;2016M10;4520
Posavska;35-39;2016M11;4536
Posavska;35-39;2016M12;4526
Posavska;35-39;2017M01;4494
Posavska;35-39;2017M02;4510
Posavska;35-39;2017M03;4547
Posavska;35-39;2017M04;4590
Posavska;35-39;2017M05;4559
Posavska;35-39;2017M06;4566
Posavska;35-39;2017M07;4537
Posavska;35-39;2017M08;4542
Posavska;35-39;2017M09;4572
Posavska;35-39;2017M10;4568
Posavska;35-39;2017M11;4579
Posavska;35-39;2017M12;4567
Posavska;35-39;2018M01;4564
Posavska;35-39;2018M02;4559
Posavska;35-39;2018M03;4633
Posavska;35-39;2018M04;4632
Posavska;35-39;2018M05;4624
Posavska;35-39;2018M06;4639
Posavska;35-39;2018M07;4597
Posavska;35-39;2018M08;4588
Posavska;35-39;2018M09;4585
Posavska;35-39;2018M10;4607
Posavska;35-39;2018M11;4608
Posavska;35-39;2018M12;4594
Posavska;35-39;2019M01;4597
Posavska;35-39;2019M02;4600
Posavska;35-39;2019M03;4632
Posavska;35-39;2019M04;4629
Posavska;35-39;2019M05;4616
Posavska;35-39;2019M06;4614
Posavska;35-39;2019M07;4556
Posavska;35-39;2019M08;4551
Posavska;35-39;2019M09;4540
Posavska;35-39;2019M10;4533
Posavska;35-39;2019M11;4512
Posavska;35-39;2019M12;4522
Posavska;35-39;2020M01;4447
Posavska;35-39;2020M02;4490
Posavska;35-39;2020M03;4471
Posavska;35-39;2020M04;4418
Posavska;35-39;2020M05;4398
Posavska;35-39;2020M06;4399
Posavska;35-39;2020M07;4404
Posavska;35-39;2020M08;4416
Posavska;35-39;2020M09;4454
Posavska;35-39;2020M10;4427
Posavska;35-39;2020M11;4406
Posavska;35-39;2020M12;4397
Posavska;35-39;2021M01;4381
Posavska;35-39;2021M02;4382
Posavska;35-39;2021M03;4400
Posavska;35-39;2021M04;4403
Posavska;35-39;2021M05;4411
Posavska;35-39;2021M06;4422
Posavska;35-39;2021M07;4440
Posavska;35-39;2021M08;4459
Posavska;35-39;2021M09;4486
Posavska;35-39;2021M10;4488
Posavska;35-39;2021M11;4497
Posavska;35-39;2021M12;4494
Posavska;35-39;2022M01;4453
Posavska;35-39;2022M02;4454
Posavska;35-39;2022M03;4461
Posavska;35-39;2022M04;4500
Posavska;35-39;2022M05;4535
Posavska;35-39;2022M06;4527
Posavska;35-39;2022M07;4532
Posavska;35-39;2022M08;4509
Posavska;35-39;2022M09;4532
Posavska;35-39;2022M10;4521
Posavska;35-39;2022M11;4513
Posavska;35-39;2022M12;4520
Posavska;35-39;2023M01;4524
Posavska;35-39;2023M02;4535
Posavska;35-39;2023M03;4518
Posavska;35-39;2023M04;4542
Posavska;35-39;2023M05;4575
Posavska;35-39;2023M06;4612
Posavska;35-39;2023M07;4587
Posavska;35-39;2023M08;4604
Posavska;35-39;2023M09;4612
Posavska;35-39;2023M10;4613
Posavska;35-39;2023M11;4623
Posavska;35-39;2023M12;4620
Posavska;35-39;2024M01;4637
Posavska;35-39;2024M02;4674
Posavska;35-39;2024M03;4667
Posavska;35-39;2024M04;4671
Posavska;35-39;2024M05;4662
Posavska;35-39;2024M06;4663
Posavska;35-39;2024M07;4641
Posavska;35-39;2024M08;4623
Posavska;35-39;2024M09;4636
Posavska;35-39;2024M10;4622
Posavska;35-39;2024M11;4610
Posavska;35-39;2024M12;4546
Posavska;35-39;2025M01;4521
Posavska;40-44;2010M01;4360
Posavska;40-44;2010M02;4318
Posavska;40-44;2010M03;4326
Posavska;40-44;2010M04;4364
Posavska;40-44;2010M05;4357
Posavska;40-44;2010M06;4353
Posavska;40-44;2010M07;4355
Posavska;40-44;2010M08;4345
Posavska;40-44;2010M09;4317
Posavska;40-44;2010M10;4305
Posavska;40-44;2010M11;4331
Posavska;40-44;2010M12;4286
Posavska;40-44;2011M01;4309
Posavska;40-44;2011M02;4318
Posavska;40-44;2011M03;4334
Posavska;40-44;2011M04;4331
Posavska;40-44;2011M05;4327
Posavska;40-44;2011M06;4289
Posavska;40-44;2011M07;4279
Posavska;40-44;2011M08;4292
Posavska;40-44;2011M09;4297
Posavska;40-44;2011M10;4301
Posavska;40-44;2011M11;4291
Posavska;40-44;2011M12;4220
Posavska;40-44;2012M01;4181
Posavska;40-44;2012M02;4178
Posavska;40-44;2012M03;4190
Posavska;40-44;2012M04;4234
Posavska;40-44;2012M05;4219
Posavska;40-44;2012M06;4245
Posavska;40-44;2012M07;4187
Posavska;40-44;2012M08;4189
Posavska;40-44;2012M09;4204
Posavska;40-44;2012M10;4226
Posavska;40-44;2012M11;4210
Posavska;40-44;2012M12;4086
Posavska;40-44;2013M01;4054
Posavska;40-44;2013M02;4035
Posavska;40-44;2013M03;4058
Posavska;40-44;2013M04;4107
Posavska;40-44;2013M05;4093
Posavska;40-44;2013M06;4121
Posavska;40-44;2013M07;4113
Posavska;40-44;2013M08;4129
Posavska;40-44;2013M09;4122
Posavska;40-44;2013M10;4132
Posavska;40-44;2013M11;4127
Posavska;40-44;2013M12;4093
Posavska;40-44;2014M01;3994
Posavska;40-44;2014M02;3976
Posavska;40-44;2014M03;4005
Posavska;40-44;2014M04;4067
Posavska;40-44;2014M05;4093
Posavska;40-44;2014M06;4102
Posavska;40-44;2014M07;4093
Posavska;40-44;2014M08;4128
Posavska;40-44;2014M09;4139
Posavska;40-44;2014M10;4131
Posavska;40-44;2014M11;4135
Posavska;40-44;2014M12;4043
Posavska;40-44;2015M01;4372
Posavska;40-44;2015M02;4381
Posavska;40-44;2015M03;4453
Posavska;40-44;2015M04;4485
Posavska;40-44;2015M05;4488
Posavska;40-44;2015M06;4475
Posavska;40-44;2015M07;4482
Posavska;40-44;2015M08;4471
Posavska;40-44;2015M09;4511
Posavska;40-44;2015M10;4467
Posavska;40-44;2015M11;4459
Posavska;40-44;2015M12;4416
Posavska;40-44;2016M01;4338
Posavska;40-44;2016M02;4355
Posavska;40-44;2016M03;4402
Posavska;40-44;2016M04;4422
Posavska;40-44;2016M05;4428
Posavska;40-44;2016M06;4448
Posavska;40-44;2016M07;4446
Posavska;40-44;2016M08;4475
Posavska;40-44;2016M09;4507
Posavska;40-44;2016M10;4508
Posavska;40-44;2016M11;4506
Posavska;40-44;2016M12;4465
Posavska;40-44;2017M01;4471
Posavska;40-44;2017M02;4509
Posavska;40-44;2017M03;4550
Posavska;40-44;2017M04;4588
Posavska;40-44;2017M05;4637
Posavska;40-44;2017M06;4649
Posavska;40-44;2017M07;4622
Posavska;40-44;2017M08;4589
Posavska;40-44;2017M09;4636
Posavska;40-44;2017M10;4636
Posavska;40-44;2017M11;4632
Posavska;40-44;2017M12;4609
Posavska;40-44;2018M01;4604
Posavska;40-44;2018M02;4600
Posavska;40-44;2018M03;4628
Posavska;40-44;2018M04;4661
Posavska;40-44;2018M05;4678
Posavska;40-44;2018M06;4649
Posavska;40-44;2018M07;4640
Posavska;40-44;2018M08;4641
Posavska;40-44;2018M09;4645
Posavska;40-44;2018M10;4674
Posavska;40-44;2018M11;4709
Posavska;40-44;2018M12;4703
Posavska;40-44;2019M01;4678
Posavska;40-44;2019M02;4728
Posavska;40-44;2019M03;4761
Posavska;40-44;2019M04;4785
Posavska;40-44;2019M05;4803
Posavska;40-44;2019M06;4810
Posavska;40-44;2019M07;4842
Posavska;40-44;2019M08;4847
Posavska;40-44;2019M09;4860
Posavska;40-44;2019M10;4885
Posavska;40-44;2019M11;4880
Posavska;40-44;2019M12;4880
Posavska;40-44;2020M01;4775
Posavska;40-44;2020M02;4785
Posavska;40-44;2020M03;4756
Posavska;40-44;2020M04;4722
Posavska;40-44;2020M05;4717
Posavska;40-44;2020M06;4684
Posavska;40-44;2020M07;4677
Posavska;40-44;2020M08;4667
Posavska;40-44;2020M09;4671
Posavska;40-44;2020M10;4678
