MERITVE;STATISTIČNA REGIJA;LETO;DATA
Povprečna starost prebivalcev - 1. julij;Pomurska;2009;42.4
Povprečna starost prebivalcev - 1. julij;Pomurska;2010;42.7
Povprečna starost prebivalcev - 1. julij;Pomurska;2011;43
Povprečna starost prebivalcev - 1. julij;Pomurska;2012;43.3
Povprečna starost prebivalcev - 1. julij;Pomurska;2013;43.6
Povprečna starost prebivalcev - 1. julij;Pomurska;2014;44
Povprečna starost prebivalcev - 1. julij;Pomurska;2015;44.3
Povprečna starost prebivalcev - 1. julij;Pomurska;2016;44.5
Povprečna starost prebivalcev - 1. julij;Pomurska;2017;44.8
Povprečna starost prebivalcev - 1. julij;Pomurska;2018;45.2
Povprečna starost prebivalcev - 1. julij;Pomurska;2019;45.5
Povprečna starost prebivalcev - 1. julij;Pomurska;2020;45.8
Povprečna starost prebivalcev - 1. julij;Pomurska;2021;46.1
Povprečna starost prebivalcev - 1. julij;Pomurska;2022;46.3
Povprečna starost prebivalcev - 1. julij;Pomurska;2023;46.6
Povprečna starost prebivalcev - 1. julij;Pomurska;2024;46.9
Povprečna starost prebivalcev - 1. julij;Podravska;2008;41.9
Povprečna starost prebivalcev - 1. julij;Podravska;2009;42.1
Povprečna starost prebivalcev - 1. julij;Podravska;2010;42.3
Povprečna starost prebivalcev - 1. julij;Podravska;2011;42.6
Povprečna starost prebivalcev - 1. julij;Podravska;2012;42.8
Povprečna starost prebivalcev - 1. julij;Podravska;2013;43
Povprečna starost prebivalcev - 1. julij;Podravska;2014;43.2
Povprečna starost prebivalcev - 1. julij;Podravska;2015;43.5
Povprečna starost prebivalcev - 1. julij;Podravska;2016;43.7
Povprečna starost prebivalcev - 1. julij;Podravska;2017;43.9
Povprečna starost prebivalcev - 1. julij;Podravska;2018;44.1
Povprečna starost prebivalcev - 1. julij;Podravska;2019;44.2
Povprečna starost prebivalcev - 1. julij;Podravska;2020;44.3
Povprečna starost prebivalcev - 1. julij;Podravska;2021;44.5
Povprečna starost prebivalcev - 1. julij;Podravska;2022;44.7
Povprečna starost prebivalcev - 1. julij;Podravska;2023;44.8
Povprečna starost prebivalcev - 1. julij;Podravska;2024;45
Povprečna starost prebivalcev - 1. julij;Koroška;2008;40.9
Povprečna starost prebivalcev - 1. julij;Koroška;2009;41.2
Povprečna starost prebivalcev - 1. julij;Koroška;2010;41.6
Povprečna starost prebivalcev - 1. julij;Koroška;2011;41.9
Povprečna starost prebivalcev - 1. julij;Koroška;2012;42.2
Povprečna starost prebivalcev - 1. julij;Koroška;2013;42.5
Povprečna starost prebivalcev - 1. julij;Koroška;2014;42.9
Povprečna starost prebivalcev - 1. julij;Koroška;2015;43.2
Povprečna starost prebivalcev - 1. julij;Koroška;2016;43.5
Povprečna starost prebivalcev - 1. julij;Koroška;2017;43.8
Povprečna starost prebivalcev - 1. julij;Koroška;2018;44.1
Povprečna starost prebivalcev - 1. julij;Koroška;2019;44.3
Povprečna starost prebivalcev - 1. julij;Koroška;2020;44.5
Povprečna starost prebivalcev - 1. julij;Koroška;2021;44.8
Povprečna starost prebivalcev - 1. julij;Koroška;2022;44.9
Povprečna starost prebivalcev - 1. julij;Koroška;2023;45.1
Povprečna starost prebivalcev - 1. julij;Koroška;2024;45.4
Povprečna starost prebivalcev - 1. julij;Savinjska;2008;40.7
Povprečna starost prebivalcev - 1. julij;Savinjska;2009;40.9
Povprečna starost prebivalcev - 1. julij;Savinjska;2010;41.2
Povprečna starost prebivalcev - 1. julij;Savinjska;2011;41.5
Povprečna starost prebivalcev - 1. julij;Savinjska;2012;41.7
Povprečna starost prebivalcev - 1. julij;Savinjska;2013;42
Povprečna starost prebivalcev - 1. julij;Savinjska;2014;42.3
Povprečna starost prebivalcev - 1. julij;Savinjska;2015;42.5
Povprečna starost prebivalcev - 1. julij;Savinjska;2016;42.7
Povprečna starost prebivalcev - 1. julij;Savinjska;2017;43
Povprečna starost prebivalcev - 1. julij;Savinjska;2018;43.2
Povprečna starost prebivalcev - 1. julij;Savinjska;2019;43.4
Povprečna starost prebivalcev - 1. julij;Savinjska;2020;43.6
Povprečna starost prebivalcev - 1. julij;Savinjska;2021;43.8
Povprečna starost prebivalcev - 1. julij;Savinjska;2022;44
Povprečna starost prebivalcev - 1. julij;Savinjska;2023;44.1
Povprečna starost prebivalcev - 1. julij;Savinjska;2024;44.3
Povprečna starost prebivalcev - 1. julij;Zasavska;2008;42.3
Povprečna starost prebivalcev - 1. julij;Zasavska;2009;42.6
Povprečna starost prebivalcev - 1. julij;Zasavska;2010;42.8
Povprečna starost prebivalcev - 1. julij;Zasavska;2011;43.1
Povprečna starost prebivalcev - 1. julij;Zasavska;2012;43.4
Povprečna starost prebivalcev - 1. julij;Zasavska;2013;43.8
Povprečna starost prebivalcev - 1. julij;Zasavska;2014;44.1
Povprečna starost prebivalcev - 1. julij;Zasavska;2015;43.5
Povprečna starost prebivalcev - 1. julij;Zasavska;2016;43.8
Povprečna starost prebivalcev - 1. julij;Zasavska;2017;44.1
Povprečna starost prebivalcev - 1. julij;Zasavska;2018;44.3
Povprečna starost prebivalcev - 1. julij;Zasavska;2019;44.5
Povprečna starost prebivalcev - 1. julij;Zasavska;2020;44.7
Povprečna starost prebivalcev - 1. julij;Zasavska;2021;44.8
Povprečna starost prebivalcev - 1. julij;Zasavska;2022;45
Povprečna starost prebivalcev - 1. julij;Zasavska;2023;45.2
Povprečna starost prebivalcev - 1. julij;Zasavska;2024;45.4
Povprečna starost prebivalcev - 1. julij;Posavska;2008;41.7
Povprečna starost prebivalcev - 1. julij;Posavska;2009;41.9
Povprečna starost prebivalcev - 1. julij;Posavska;2010;42.2
Povprečna starost prebivalcev - 1. julij;Posavska;2011;42.4
Povprečna starost prebivalcev - 1. julij;Posavska;2012;42.5
Povprečna starost prebivalcev - 1. julij;Posavska;2013;42.8
Povprečna starost prebivalcev - 1. julij;Posavska;2014;43.1
Povprečna starost prebivalcev - 1. julij;Posavska;2015;43.3
Povprečna starost prebivalcev - 1. julij;Posavska;2016;43.4
Povprečna starost prebivalcev - 1. julij;Posavska;2017;43.7
Povprečna starost prebivalcev - 1. julij;Posavska;2018;43.9
Povprečna starost prebivalcev - 1. julij;Posavska;2019;44.1
Povprečna starost prebivalcev - 1. julij;Posavska;2020;44.3
Povprečna starost prebivalcev - 1. julij;Posavska;2021;44.5
Povprečna starost prebivalcev - 1. julij;Posavska;2022;44.6
Povprečna starost prebivalcev - 1. julij;Posavska;2023;44.8
Povprečna starost prebivalcev - 1. julij;Posavska;2024;45
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2008;40.1
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2009;40.4
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2010;40.6
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2011;40.9
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2012;41.1
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2013;41.4
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2014;41.7
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2015;41.9
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2016;42.1
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2017;42.3
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2018;42.5
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2019;42.5
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2020;42.7
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2021;43
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2022;43
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2023;43.2
Povprečna starost prebivalcev - 1. julij;Jugovzhodna Slovenija;2024;43.4
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2008;40.6
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2009;40.6
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2010;40.7
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2011;40.8
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2012;41
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2013;41.1
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2014;41.2
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2015;41.3
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2016;41.5
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2017;41.8
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2018;41.9
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2019;42
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2020;42
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2021;42.2
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2022;42.3
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2023;42.5
Povprečna starost prebivalcev - 1. julij;Osrednjeslovenska;2024;42.7
Povprečna starost prebivalcev - 1. julij;Gorenjska;2008;40.6
Povprečna starost prebivalcev - 1. julij;Gorenjska;2009;40.8
Povprečna starost prebivalcev - 1. julij;Gorenjska;2010;41
Povprečna starost prebivalcev - 1. julij;Gorenjska;2011;41.2
Povprečna starost prebivalcev - 1. julij;Gorenjska;2012;41.5
Povprečna starost prebivalcev - 1. julij;Gorenjska;2013;41.7
Povprečna starost prebivalcev - 1. julij;Gorenjska;2014;42
Povprečna starost prebivalcev - 1. julij;Gorenjska;2015;42.2
Povprečna starost prebivalcev - 1. julij;Gorenjska;2016;42.5
Povprečna starost prebivalcev - 1. julij;Gorenjska;2017;42.7
Povprečna starost prebivalcev - 1. julij;Gorenjska;2018;42.9
Povprečna starost prebivalcev - 1. julij;Gorenjska;2019;43.1
Povprečna starost prebivalcev - 1. julij;Gorenjska;2020;43.2
Povprečna starost prebivalcev - 1. julij;Gorenjska;2021;43.3
Povprečna starost prebivalcev - 1. julij;Gorenjska;2022;43.5
Povprečna starost prebivalcev - 1. julij;Gorenjska;2023;43.7
Povprečna starost prebivalcev - 1. julij;Gorenjska;2024;43.9
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2008;41.6
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2009;41.8
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2010;42
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2011;42.3
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2012;42.5
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2013;42.6
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2014;43
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2015;43.2
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2016;43.3
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2017;43.5
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2018;43.8
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2019;43.9
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2020;44.2
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2021;44.3
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2022;44.4
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2023;44.6
Povprečna starost prebivalcev - 1. julij;Primorsko-notranjska;2024;44.8
Povprečna starost prebivalcev - 1. julij;Goriška;2008;42.4
Povprečna starost prebivalcev - 1. julij;Goriška;2009;42.6
Povprečna starost prebivalcev - 1. julij;Goriška;2010;42.8
Povprečna starost prebivalcev - 1. julij;Goriška;2011;43.1
Povprečna starost prebivalcev - 1. julij;Goriška;2012;43.2
Povprečna starost prebivalcev - 1. julij;Goriška;2013;43.4
Povprečna starost prebivalcev - 1. julij;Goriška;2014;43.8
Povprečna starost prebivalcev - 1. julij;Goriška;2015;44
Povprečna starost prebivalcev - 1. julij;Goriška;2016;44.2
Povprečna starost prebivalcev - 1. julij;Goriška;2017;44.4
Povprečna starost prebivalcev - 1. julij;Goriška;2018;44.7
Povprečna starost prebivalcev - 1. julij;Goriška;2019;44.9
Povprečna starost prebivalcev - 1. julij;Goriška;2020;45.1
Povprečna starost prebivalcev - 1. julij;Goriška;2021;45.3
Povprečna starost prebivalcev - 1. julij;Goriška;2022;45.5
Povprečna starost prebivalcev - 1. julij;Goriška;2023;45.6
Povprečna starost prebivalcev - 1. julij;Goriška;2024;45.9
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2008;42.7
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2009;42.7
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2010;42.8
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2011;43.1
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2012;43.2
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2013;43.4
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2014;43.7
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2015;43.9
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2016;44.1
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2017;44.3
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2018;44.6
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2019;44.7
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2020;44.9
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2021;45.1
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2022;45.3
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2023;45.5
Povprečna starost prebivalcev - 1. julij;Obalno-kraška;2024;45.7
Indeks staranja - 1. januar;SLOVENIJA;2008;116.3
Indeks staranja - 1. januar;SLOVENIJA;2009;117.6
Indeks staranja - 1. januar;SLOVENIJA;2010;117.7
Indeks staranja - 1. januar;SLOVENIJA;2011;116.5
Indeks staranja - 1. januar;SLOVENIJA;2012;117.3
Indeks staranja - 1. januar;SLOVENIJA;2013;118.1
Indeks staranja - 1. januar;SLOVENIJA;2014;119.6
Indeks staranja - 1. januar;SLOVENIJA;2015;121.4
Indeks staranja - 1. januar;SLOVENIJA;2016;124.1
Indeks staranja - 1. januar;SLOVENIJA;2017;126.5
Indeks staranja - 1. januar;SLOVENIJA;2018;129.2
Indeks staranja - 1. januar;SLOVENIJA;2019;131.7
Indeks staranja - 1. januar;SLOVENIJA;2020;134.3
Indeks staranja - 1. januar;SLOVENIJA;2021;137.1
Indeks staranja - 1. januar;SLOVENIJA;2022;139.9
Indeks staranja - 1. januar;SLOVENIJA;2023;142.9
Indeks staranja - 1. januar;SLOVENIJA;2024;147.8
Indeks staranja - 1. januar;Pomurska;2008;123
Indeks staranja - 1. januar;Pomurska;2009;128.2
Indeks staranja - 1. januar;Pomurska;2010;130.9
Indeks staranja - 1. januar;Pomurska;2011;133
Indeks staranja - 1. januar;Pomurska;2012;135.9
Indeks staranja - 1. januar;Pomurska;2013;139
Indeks staranja - 1. januar;Pomurska;2014;142.2
Indeks staranja - 1. januar;Pomurska;2015;146.1
Indeks staranja - 1. januar;Pomurska;2016;151.2
Indeks staranja - 1. januar;Pomurska;2017;156.4
Indeks staranja - 1. januar;Pomurska;2018;160.5
Indeks staranja - 1. januar;Pomurska;2019;166.8
Indeks staranja - 1. januar;Pomurska;2020;171.9
Indeks staranja - 1. januar;Pomurska;2021;180.3
Indeks staranja - 1. januar;Pomurska;2022;186.6
Indeks staranja - 1. januar;Pomurska;2023;189.9
Indeks staranja - 1. januar;Pomurska;2024;197.3
Indeks staranja - 1. januar;Podravska;2008;127.7
Indeks staranja - 1. januar;Podravska;2009;131.1
Indeks staranja - 1. januar;Podravska;2010;133.2
Indeks staranja - 1. januar;Podravska;2011;133.3
Indeks staranja - 1. januar;Podravska;2012;134.7
Indeks staranja - 1. januar;Podravska;2013;135.6
Indeks staranja - 1. januar;Podravska;2014;137.5
Indeks staranja - 1. januar;Podravska;2015;139
Indeks staranja - 1. januar;Podravska;2016;141.6
Indeks staranja - 1. januar;Podravska;2017;144
Indeks staranja - 1. januar;Podravska;2018;146.4
Indeks staranja - 1. januar;Podravska;2019;148.9
Indeks staranja - 1. januar;Podravska;2020;151.4
Indeks staranja - 1. januar;Podravska;2021;154.6
Indeks staranja - 1. januar;Podravska;2022;157.1
Indeks staranja - 1. januar;Podravska;2023;160.1
Indeks staranja - 1. januar;Podravska;2024;164.9
Indeks staranja - 1. januar;Koroška;2008;106.8
Indeks staranja - 1. januar;Koroška;2009;110.9
Indeks staranja - 1. januar;Koroška;2010;113
Indeks staranja - 1. januar;Koroška;2011;114.5
Indeks staranja - 1. januar;Koroška;2012;116
Indeks staranja - 1. januar;Koroška;2013;118.4
Indeks staranja - 1. januar;Koroška;2014;122.2
Indeks staranja - 1. januar;Koroška;2015;125.3
Indeks staranja - 1. januar;Koroška;2016;129.5
Indeks staranja - 1. januar;Koroška;2017;132.4
Indeks staranja - 1. januar;Koroška;2018;136.4
Indeks staranja - 1. januar;Koroška;2019;140.7
Indeks staranja - 1. januar;Koroška;2020;145.8
Indeks staranja - 1. januar;Koroška;2021;149
Indeks staranja - 1. januar;Koroška;2022;152
Indeks staranja - 1. januar;Koroška;2023;156.8
Indeks staranja - 1. januar;Koroška;2024;164.6
Indeks staranja - 1. januar;Savinjska;2008;105.6
Indeks staranja - 1. januar;Savinjska;2009;108.3
Indeks staranja - 1. januar;Savinjska;2010;110.1
Indeks staranja - 1. januar;Savinjska;2011;110
Indeks staranja - 1. januar;Savinjska;2012;111
Indeks staranja - 1. januar;Savinjska;2013;112
Indeks staranja - 1. januar;Savinjska;2014;113.5
Indeks staranja - 1. januar;Savinjska;2015;115.5
Indeks staranja - 1. januar;Savinjska;2016;117.9
Indeks staranja - 1. januar;Savinjska;2017;120.5
Indeks staranja - 1. januar;Savinjska;2018;123.8
Indeks staranja - 1. januar;Savinjska;2019;127.3
Indeks staranja - 1. januar;Savinjska;2020;130.2
Indeks staranja - 1. januar;Savinjska;2021;133.5
Indeks staranja - 1. januar;Savinjska;2022;136.6
Indeks staranja - 1. januar;Savinjska;2023;140.2
Indeks staranja - 1. januar;Savinjska;2024;144.5
Indeks staranja - 1. januar;Zasavska;2008;132.9
Indeks staranja - 1. januar;Zasavska;2009;137.5
Indeks staranja - 1. januar;Zasavska;2010;139.3
Indeks staranja - 1. januar;Zasavska;2011;139.2
Indeks staranja - 1. januar;Zasavska;2012;139.4
Indeks staranja - 1. januar;Zasavska;2013;143
Indeks staranja - 1. januar;Zasavska;2014;145.3
Indeks staranja - 1. januar;Zasavska;2015;132.1
Indeks staranja - 1. januar;Zasavska;2016;136.6
Indeks staranja - 1. januar;Zasavska;2017;138.6
Indeks staranja - 1. januar;Zasavska;2018;140.8
Indeks staranja - 1. januar;Zasavska;2019;143.9
Indeks staranja - 1. januar;Zasavska;2020;146.7
Indeks staranja - 1. januar;Zasavska;2021;148.5
Indeks staranja - 1. januar;Zasavska;2022;152.6
Indeks staranja - 1. januar;Zasavska;2023;159.6
Indeks staranja - 1. januar;Zasavska;2024;165.5
Indeks staranja - 1. januar;Posavska;2008;119.1
Indeks staranja - 1. januar;Posavska;2009;123.8
Indeks staranja - 1. januar;Posavska;2010;123.5
Indeks staranja - 1. januar;Posavska;2011;122.6
Indeks staranja - 1. januar;Posavska;2012;123.4
Indeks staranja - 1. januar;Posavska;2013;124.6
Indeks staranja - 1. januar;Posavska;2014;125.5
Indeks staranja - 1. januar;Posavska;2015;128.3
Indeks staranja - 1. januar;Posavska;2016;130.1
Indeks staranja - 1. januar;Posavska;2017;132.7
Indeks staranja - 1. januar;Posavska;2018;135.9
Indeks staranja - 1. januar;Posavska;2019;138.6
Indeks staranja - 1. januar;Posavska;2020;141.2
Indeks staranja - 1. januar;Posavska;2021;144.8
Indeks staranja - 1. januar;Posavska;2022;147.9
Indeks staranja - 1. januar;Posavska;2023;150.6
Indeks staranja - 1. januar;Posavska;2024;155.6
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2008;101.9
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2009;104.3
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2010;104.8
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2011;103.9
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2012;104.1
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2013;105.1
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2014;105.8
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2015;107.2
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2016;109
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2017;111
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2018;112.9
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2019;114.1
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2020;115.1
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2021;118.5
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2022;120.6
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2023;123.2
Indeks staranja - 1. januar;Jugovzhodna Slovenija;2024;126.8
Indeks staranja - 1. januar;Osrednjeslovenska;2008;110.8
Indeks staranja - 1. januar;Osrednjeslovenska;2009;109.1
Indeks staranja - 1. januar;Osrednjeslovenska;2010;107.9
Indeks staranja - 1. januar;Osrednjeslovenska;2011;105.8
Indeks staranja - 1. januar;Osrednjeslovenska;2012;105.9
Indeks staranja - 1. januar;Osrednjeslovenska;2013;106
Indeks staranja - 1. januar;Osrednjeslovenska;2014;106.7
Indeks staranja - 1. januar;Osrednjeslovenska;2015;107.8
Indeks staranja - 1. januar;Osrednjeslovenska;2016;110
Indeks staranja - 1. januar;Osrednjeslovenska;2017;111.8
Indeks staranja - 1. januar;Osrednjeslovenska;2018;113.5
Indeks staranja - 1. januar;Osrednjeslovenska;2019;115.1
Indeks staranja - 1. januar;Osrednjeslovenska;2020;117
Indeks staranja - 1. januar;Osrednjeslovenska;2021;119.6
Indeks staranja - 1. januar;Osrednjeslovenska;2022;121.2
Indeks staranja - 1. januar;Osrednjeslovenska;2023;123.1
Indeks staranja - 1. januar;Osrednjeslovenska;2024;126.8
Indeks staranja - 1. januar;Gorenjska;2008;108.6
Indeks staranja - 1. januar;Gorenjska;2009;109.6
Indeks staranja - 1. januar;Gorenjska;2010;110.3
Indeks staranja - 1. januar;Gorenjska;2011;108.9
Indeks staranja - 1. januar;Gorenjska;2012;110
Indeks staranja - 1. januar;Gorenjska;2013;111.7
Indeks staranja - 1. januar;Gorenjska;2014;113
Indeks staranja - 1. januar;Gorenjska;2015;115
Indeks staranja - 1. januar;Gorenjska;2016;117.7
Indeks staranja - 1. januar;Gorenjska;2017;120.2
Indeks staranja - 1. januar;Gorenjska;2018;123.1
Indeks staranja - 1. januar;Gorenjska;2019;125.4
Indeks staranja - 1. januar;Gorenjska;2020;128
Indeks staranja - 1. januar;Gorenjska;2021;127.5
Indeks staranja - 1. januar;Gorenjska;2022;131.4
Indeks staranja - 1. januar;Gorenjska;2023;135.1
Indeks staranja - 1. januar;Gorenjska;2024;140.5
Indeks staranja - 1. januar;Primorsko-notranjska;2008;124.3
Indeks staranja - 1. januar;Primorsko-notranjska;2009;124.7
Indeks staranja - 1. januar;Primorsko-notranjska;2010;123.2
Indeks staranja - 1. januar;Primorsko-notranjska;2011;119.7
Indeks staranja - 1. januar;Primorsko-notranjska;2012;120.6
Indeks staranja - 1. januar;Primorsko-notranjska;2013;121.2
Indeks staranja - 1. januar;Primorsko-notranjska;2014;121.6
Indeks staranja - 1. januar;Primorsko-notranjska;2015;125
Indeks staranja - 1. januar;Primorsko-notranjska;2016;126.9
Indeks staranja - 1. januar;Primorsko-notranjska;2017;129.1
Indeks staranja - 1. januar;Primorsko-notranjska;2018;131
Indeks staranja - 1. januar;Primorsko-notranjska;2019;134.3
Indeks staranja - 1. januar;Primorsko-notranjska;2020;137.5
Indeks staranja - 1. januar;Primorsko-notranjska;2021;140.7
Indeks staranja - 1. januar;Primorsko-notranjska;2022;142.2
Indeks staranja - 1. januar;Primorsko-notranjska;2023;144.1
Indeks staranja - 1. januar;Primorsko-notranjska;2024;150.5
Indeks staranja - 1. januar;Goriška;2008;134.9
Indeks staranja - 1. januar;Goriška;2009;135.8
Indeks staranja - 1. januar;Goriška;2010;132.8
Indeks staranja - 1. januar;Goriška;2011;129.1
Indeks staranja - 1. januar;Goriška;2012;130.2
Indeks staranja - 1. januar;Goriška;2013;130.8
Indeks staranja - 1. januar;Goriška;2014;133.1
Indeks staranja - 1. januar;Goriška;2015;135.9
Indeks staranja - 1. januar;Goriška;2016;140.1
Indeks staranja - 1. januar;Goriška;2017;143.8
Indeks staranja - 1. januar;Goriška;2018;147.9
Indeks staranja - 1. januar;Goriška;2019;151.1
Indeks staranja - 1. januar;Goriška;2020;153.9
Indeks staranja - 1. januar;Goriška;2021;157.3
Indeks staranja - 1. januar;Goriška;2022;159.3
Indeks staranja - 1. januar;Goriška;2023;162.5
Indeks staranja - 1. januar;Goriška;2024;168.9
Indeks staranja - 1. januar;Obalno-kraška;2008;145.3
Indeks staranja - 1. januar;Obalno-kraška;2009;142.6
Indeks staranja - 1. januar;Obalno-kraška;2010;138.5
Indeks staranja - 1. januar;Obalno-kraška;2011;134.3
Indeks staranja - 1. januar;Obalno-kraška;2012;134.2
Indeks staranja - 1. januar;Obalno-kraška;2013;133.3
Indeks staranja - 1. januar;Obalno-kraška;2014;136.8
Indeks staranja - 1. januar;Obalno-kraška;2015;138.2
Indeks staranja - 1. januar;Obalno-kraška;2016;141.4
Indeks staranja - 1. januar;Obalno-kraška;2017;144.3
Indeks staranja - 1. januar;Obalno-kraška;2018;148.2
Indeks staranja - 1. januar;Obalno-kraška;2019;150.3
Indeks staranja - 1. januar;Obalno-kraška;2020;154.8
Indeks staranja - 1. januar;Obalno-kraška;2021;156.5
Indeks staranja - 1. januar;Obalno-kraška;2022;161.4
Indeks staranja - 1. januar;Obalno-kraška;2023;166.1
Indeks staranja - 1. januar;Obalno-kraška;2024;174.7
Indeks staranja - 1. julij;SLOVENIJA;2008;117.1
Indeks staranja - 1. julij;SLOVENIJA;2009;118
Indeks staranja - 1. julij;SLOVENIJA;2010;117.4
Indeks staranja - 1. julij;SLOVENIJA;2011;116.8
Indeks staranja - 1. julij;SLOVENIJA;2012;118
Indeks staranja - 1. julij;SLOVENIJA;2013;118.9
Indeks staranja - 1. julij;SLOVENIJA;2014;120.5
Indeks staranja - 1. julij;SLOVENIJA;2015;122.7
Indeks staranja - 1. julij;SLOVENIJA;2016;125.4
Indeks staranja - 1. julij;SLOVENIJA;2017;127.8
Indeks staranja - 1. julij;SLOVENIJA;2018;130.6
Indeks staranja - 1. julij;SLOVENIJA;2019;132.9
Indeks staranja - 1. julij;SLOVENIJA;2020;135.7
Indeks staranja - 1. julij;SLOVENIJA;2021;138.7
Indeks staranja - 1. julij;SLOVENIJA;2022;141.8
Indeks staranja - 1. julij;SLOVENIJA;2023;145.4
Indeks staranja - 1. julij;SLOVENIJA;2024;150.4
Indeks staranja - 1. julij;Pomurska;2008;125.5
Indeks staranja - 1. julij;Pomurska;2009;130
Indeks staranja - 1. julij;Pomurska;2010;132.2
Indeks staranja - 1. julij;Pomurska;2011;134.4
Indeks staranja - 1. julij;Pomurska;2012;137.2
Indeks staranja - 1. julij;Pomurska;2013;140.6
Indeks staranja - 1. julij;Pomurska;2014;143.6
Indeks staranja - 1. julij;Pomurska;2015;148.2
